Datacenter,Rack,Server,Interface,MAC Address,Type,Description
DC-West,WEST-R02,WEST-SRV-018,bmc,A0:36:9F:55:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-018,ens1f0,3C:FD:FE:55:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-018,ens2f0,3C:FD:FE:55:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-018,mgmt0,A0:36:9F:3D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-019,bmc,A0:36:9F:56:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-019,ens1f0,3C:FD:FE:56:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-019,ens2f0,3C:FD:FE:56:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-019,mgmt0,A0:36:9F:3E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-020,bmc,A0:36:9F:57:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-020,ens1f0,3C:FD:FE:57:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-020,ens2f0,3C:FD:FE:57:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-020,mgmt0,A0:36:9F:3F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-021,bmc,A0:36:9F:58:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-021,ens1f0,3C:FD:FE:58:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-021,ens2f0,3C:FD:FE:58:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-021,mgmt0,A0:36:9F:40:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-022,bmc,A0:36:9F:59:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-022,ens1f0,3C:FD:FE:59:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-022,ens2f0,3C:FD:FE:59:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-022,mgmt0,A0:36:9F:41:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-023,bmc,A0:36:9F:5A:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-023,ens1f0,3C:FD:FE:5A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-023,ens2f0,3C:FD:FE:5A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-023,mgmt0,A0:36:9F:42:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-024,bmc,A0:36:9F:5B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-024,ens1f0,3C:FD:FE:5B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-024,ens2f0,3C:FD:FE:5B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-024,mgmt0,A0:36:9F:43:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-025,bmc,A0:36:9F:5C:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-025,ens1f0,3C:FD:FE:5C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-025,ens2f0,3C:FD:FE:5C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-025,mgmt0,A0:36:9F:44:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-026,bmc,A0:36:9F:5D:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-026,ens1f0,3C:FD:FE:5D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-026,ens2f0,3C:FD:FE:5D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-026,mgmt0,A0:36:9F:45:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-027,bmc,A0:36:9F:5E:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-027,ens1f0,3C:FD:FE:5E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-027,ens2f0,3C:FD:FE:5E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-027,mgmt0,A0:36:9F:46:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-028,bmc,A0:36:9F:5F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-028,ens1f0,3C:FD:FE:5F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-028,ens2f0,3C:FD:FE:5F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-028,mgmt0,A0:36:9F:47:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-029,bmc,A0:36:9F:60:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-029,ens1f0,3C:FD:FE:60:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-029,ens2f0,3C:FD:FE:60:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-029,mgmt0,A0:36:9F:48:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-030,bmc,A0:36:9F:61:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-030,ens1f0,3C:FD:FE:61:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-030,ens2f0,3C:FD:FE:61:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-030,mgmt0,A0:36:9F:49:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-031,bmc,A0:36:9F:62:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-031,ens1f0,3C:FD:FE:62:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-031,ens2f0,3C:FD:FE:62:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-031,mgmt0,A0:36:9F:4A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-032,bmc,A0:36:9F:63:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-032,ens1f0,3C:FD:FE:63:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-032,ens2f0,3C:FD:FE:63:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-032,mgmt0,A0:36:9F:4B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-033,bmc,A0:36:9F:64:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-033,ens1f0,3C:FD:FE:64:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-033,ens2f0,3C:FD:FE:64:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-033,mgmt0,A0:36:9F:4C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R02,WEST-SRV-034,bmc,A0:36:9F:65:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R02,WEST-SRV-034,ens1f0,3C:FD:FE:65:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R02,WEST-SRV-034,ens2f0,3C:FD:FE:65:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R02,WEST-SRV-034,mgmt0,A0:36:9F:4D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-035,bmc,A0:36:9F:6B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-035,ens1f0,3C:FD:FE:6B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-035,ens2f0,3C:FD:FE:6B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-035,mgmt0,A0:36:9F:53:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-036,bmc,A0:36:9F:6C:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-036,ens1f0,3C:FD:FE:6C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-036,ens2f0,3C:FD:FE:6C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-036,mgmt0,A0:36:9F:54:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-037,bmc,A0:36:9F:6D:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-037,ens1f0,3C:FD:FE:6D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-037,ens2f0,3C:FD:FE:6D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-037,mgmt0,A0:36:9F:55:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-038,bmc,A0:36:9F:6E:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-038,ens1f0,3C:FD:FE:6E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-038,ens2f0,3C:FD:FE:6E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-038,mgmt0,A0:36:9F:56:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-039,bmc,A0:36:9F:6F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-039,ens1f0,3C:FD:FE:6F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-039,ens2f0,3C:FD:FE:6F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-039,mgmt0,A0:36:9F:57:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-040,bmc,A0:36:9F:70:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-040,ens1f0,3C:FD:FE:70:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-040,ens2f0,3C:FD:FE:70:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-040,mgmt0,A0:36:9F:58:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-041,bmc,A0:36:9F:71:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-041,ens1f0,3C:FD:FE:71:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-041,ens2f0,3C:FD:FE:71:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-041,mgmt0,A0:36:9F:59:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-042,bmc,A0:36:9F:72:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-042,ens1f0,3C:FD:FE:72:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-042,ens2f0,3C:FD:FE:72:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-042,mgmt0,A0:36:9F:5A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-043,bmc,A0:36:9F:73:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-043,ens1f0,3C:FD:FE:73:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-043,ens2f0,3C:FD:FE:73:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-043,mgmt0,A0:36:9F:5B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-044,bmc,A0:36:9F:74:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-044,ens1f0,3C:FD:FE:74:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-044,ens2f0,3C:FD:FE:74:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-044,mgmt0,A0:36:9F:5C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-045,bmc,A0:36:9F:75:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-045,ens1f0,3C:FD:FE:75:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-045,ens2f0,3C:FD:FE:75:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-045,mgmt0,A0:36:9F:5D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-046,bmc,A0:36:9F:76:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-046,ens1f0,3C:FD:FE:76:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-046,ens2f0,3C:FD:FE:76:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-046,mgmt0,A0:36:9F:5E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-047,bmc,A0:36:9F:77:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-047,ens1f0,3C:FD:FE:77:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-047,ens2f0,3C:FD:FE:77:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-047,mgmt0,A0:36:9F:5F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-048,bmc,A0:36:9F:78:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-048,ens1f0,3C:FD:FE:78:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-048,ens2f0,3C:FD:FE:78:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-048,mgmt0,A0:36:9F:60:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-049,bmc,A0:36:9F:79:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-049,ens1f0,3C:FD:FE:79:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-049,ens2f0,3C:FD:FE:79:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-049,mgmt0,A0:36:9F:61:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-050,bmc,A0:36:9F:7A:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-050,ens1f0,3C:FD:FE:7A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-050,ens2f0,3C:FD:FE:7A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-050,mgmt0,A0:36:9F:62:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R03,WEST-SRV-051,bmc,A0:36:9F:7B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R03,WEST-SRV-051,ens1f0,3C:FD:FE:7B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R03,WEST-SRV-051,ens2f0,3C:FD:FE:7B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R03,WEST-SRV-051,mgmt0,A0:36:9F:63:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-052,bmc,A0:36:9F:81:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-052,ens1f0,3C:FD:FE:81:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-052,ens2f0,3C:FD:FE:81:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-052,mgmt0,A0:36:9F:69:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-053,bmc,A0:36:9F:82:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-053,ens1f0,3C:FD:FE:82:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-053,ens2f0,3C:FD:FE:82:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-053,mgmt0,A0:36:9F:6A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-054,bmc,A0:36:9F:83:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-054,ens1f0,3C:FD:FE:83:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-054,ens2f0,3C:FD:FE:83:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-054,mgmt0,A0:36:9F:6B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-055,bmc,A0:36:9F:84:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-055,ens1f0,3C:FD:FE:84:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-055,ens2f0,3C:FD:FE:84:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-055,mgmt0,A0:36:9F:6C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-056,bmc,A0:36:9F:85:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-056,ens1f0,3C:FD:FE:85:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-056,ens2f0,3C:FD:FE:85:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-056,mgmt0,A0:36:9F:6D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-057,bmc,A0:36:9F:86:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-057,ens1f0,3C:FD:FE:86:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-057,ens2f0,3C:FD:FE:86:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-057,mgmt0,A0:36:9F:6E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-058,bmc,A0:36:9F:87:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-058,ens1f0,3C:FD:FE:87:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-058,ens2f0,3C:FD:FE:87:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-058,mgmt0,A0:36:9F:6F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-059,bmc,A0:36:9F:88:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-059,ens1f0,3C:FD:FE:88:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-059,ens2f0,3C:FD:FE:88:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-059,mgmt0,A0:36:9F:70:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-060,bmc,A0:36:9F:89:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-060,ens1f0,3C:FD:FE:89:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-060,ens2f0,3C:FD:FE:89:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-060,mgmt0,A0:36:9F:71:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-061,bmc,A0:36:9F:8A:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-061,ens1f0,3C:FD:FE:8A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-061,ens2f0,3C:FD:FE:8A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-061,mgmt0,A0:36:9F:72:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-062,bmc,A0:36:9F:8B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-062,ens1f0,3C:FD:FE:8B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-062,ens2f0,3C:FD:FE:8B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-062,mgmt0,A0:36:9F:73:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-063,bmc,A0:36:9F:8C:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-063,ens1f0,3C:FD:FE:8C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-063,ens2f0,3C:FD:FE:8C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-063,mgmt0,A0:36:9F:74:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-064,bmc,A0:36:9F:8D:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-064,ens1f0,3C:FD:FE:8D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-064,ens2f0,3C:FD:FE:8D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-064,mgmt0,A0:36:9F:75:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-065,bmc,A0:36:9F:8E:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-065,ens1f0,3C:FD:FE:8E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-065,ens2f0,3C:FD:FE:8E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-065,mgmt0,A0:36:9F:76:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-066,bmc,A0:36:9F:8F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-066,ens1f0,3C:FD:FE:8F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-066,ens2f0,3C:FD:FE:8F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-066,mgmt0,A0:36:9F:77:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-067,bmc,A0:36:9F:90:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-067,ens1f0,3C:FD:FE:90:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-067,ens2f0,3C:FD:FE:90:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-067,mgmt0,A0:36:9F:78:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R04,WEST-SRV-068,bmc,A0:36:9F:91:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R04,WEST-SRV-068,ens1f0,3C:FD:FE:91:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R04,WEST-SRV-068,ens2f0,3C:FD:FE:91:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R04,WEST-SRV-068,mgmt0,A0:36:9F:79:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-069,bmc,A0:36:9F:97:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-069,ens1f0,3C:FD:FE:97:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-069,ens2f0,3C:FD:FE:97:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-069,mgmt0,A0:36:9F:7F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-070,bmc,A0:36:9F:98:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-070,ens1f0,3C:FD:FE:98:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-070,ens2f0,3C:FD:FE:98:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-070,mgmt0,A0:36:9F:80:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-071,bmc,A0:36:9F:99:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-071,ens1f0,3C:FD:FE:99:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-071,ens2f0,3C:FD:FE:99:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-071,mgmt0,A0:36:9F:81:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-072,bmc,A0:36:9F:9A:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-072,ens1f0,3C:FD:FE:9A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-072,ens2f0,3C:FD:FE:9A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-072,mgmt0,A0:36:9F:82:06:00,1000base-t,Management Interface (PCI Card)
